customer,st_x,gender_x,education_x,customer_lifetime_value_x,income_x,monthly_premium_auto_x,number_of_open_complaints_x,policy_type_x,vehicle_class_x,total_claim_amount_x,st_y,gender_y,education_y,customer_lifetime_value_y,income_y,monthly_premium_auto_y,number_of_open_complaints_y,total_claim_amount_y,policy_type_y,vehicle_class_y,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
ar59416,,,,,,,,,,,,,,,,,,,,,oregon,29037.47753,high school or below,m,0.0,113.0,0.0,personal auto,542.4,suv
ar61426,,,,,,,,,,,california,f,bachelor,944564.95%,93246.0,78.0,1/0/00,41.628869,personal auto,two-door car,,,,,,,,,,
ar63478,,,,,,,,,,,,,,,,,,,,,california,6715.342541,college,m,0.0,65.0,0.0,corporate auto,655.073317,four-door car
ar69517,,,,,,,,,,,,,,,,,,,,,california,11790.49617,college,m,25251.0,66.0,0.0,corporate auto,316.8,four-door car
ar75105,,,,,,,,,,,,,,,,,,,,,california,7805.31287,college,f,21073.0,106.0,1.0,personal auto,508.8,suv
ar83514,,,,,,,,,,,,,,,,,,,,,arizona,7153.671737,high school or below,f,59522.0,89.0,0.0,corporate auto,427.2,four-door car
ar96516,,,,,,,,,,,oregon,f,bachelor,591495.18%,50217.0,74.0,1/0/00,355.2,personal auto,two-door car,,,,,,,,,,
ar99766,,,,,,,,,,,,,,,,,,,,,nevada,4692.048347,bachelor,f,82534.0,118.0,0.0,personal auto,4.23752,suv
as17174,,,,,,,,,,,,,,,,,,,,,oregon,2471.528431,high school or below,m,95697.0,61.0,0.0,personal auto,114.273025,two-door car
as18084,,,,,,,,,,,,,,,,,,,,,california,11638.89947,college,f,25370.0,102.0,0.0,personal auto,489.6,sports car
as26192,,,,,,,,,,,,,,,,,,,,,oregon,5519.078475,high school or below,m,50406.0,70.0,0.0,corporate auto,132.208612,four-door car
as48176,,,,,,,,,,,,,,,,,,,,,oregon,12168.74492,bachelor,m,14973.0,115.0,0.0,personal auto,828.0,suv
as55478,,,,,,,,,,,,,,,,,,,,,oregon,3874.86854,bachelor,m,26670.0,98.0,0.0,corporate auto,541.229321,four-door car
as55677,cali,f,high school or below,833899.58%,70534.0,104.0,1/0/00,personal auto,four-door car,54.065538,,,,,,,,,,,,,,,,,,,,
as60178,,,,,,,,,,,,,,,,,,,,,nevada,2796.870102,bachelor,f,54655.0,70.0,1.0,corporate auto,186.608147,four-door car
as62048,,,,,,,,,,,,,,,,,,,,,arizona,4774.379355,bachelor,m,0.0,73.0,0.0,personal auto,525.6,four-door car
as77287,,,,,,,,,,,,,,,,,,,,,california,8099.571213,college,m,25452.0,107.0,0.0,personal auto,954.688499,sports car
as78838,,,,,,,,,,,,,,,,,,,,,california,2453.570794,bachelor,m,29735.0,69.0,0.0,personal auto,331.2,four-door car
as93181,,,,,,,,,,,,,,,,,,,,,arizona,4506.577736,bachelor,f,14985.0,116.0,0.0,personal auto,571.319514,sports car
as97690,,,,,,,,,,,arizona,m,college,241125.66%,54483.0,61.0,1/0/00,292.8,personal auto,two-door car,,,,,,,,,,
as99827,,,,,,,,,,,,,,,,,,,,,oregon,4463.607161,bachelor,f,0.0,62.0,0.0,personal auto,567.343266,four-door car
at13963,,,,,,,,,,,,,,,,,,,,,washington,15865.166,master,f,43946.0,133.0,0.0,corporate auto,415.98615,sports car
at18041,,,,,,,,,,,,,,,,,,,,,california,2682.704812,high school or below,f,63471.0,67.0,0.0,personal auto,387.71779,two-door car
at24793,,,,,,,,,,,,,,,,,,,,,oregon,6863.124573,college,m,25352.0,173.0,0.0,special auto,830.4,sports car
at26484,,,,,,,,,,,,,,,,,,,,,nevada,3818.468252,college,m,25221.0,103.0,5.0,special auto,616.005527,four-door car
at29024,,,,,,,,,,,,,,,,,,,,,california,4892.628631,high school or below,f,27005.0,61.0,0.0,corporate auto,311.84034,four-door car
at30076,,,,,,,,,,,,,,,,,,,,,nevada,3536.64749,high school or below,f,31727.0,92.0,0.0,personal auto,495.750669,four-door car
at31367,,,,,,,,,,,,,,,,,,,,,california,6273.911874,college,f,18577.0,86.0,0.0,corporate auto,412.8,four-door car
at33529,,,,,,,,,,,,,,,,,,,,,california,2776.748342,doctor,f,30893.0,70.0,0.0,corporate auto,85.416096,four-door car
at41276,,,,,,,,,,,,,,,,,,,,,california,8110.536059,bachelor,m,36554.0,70.0,1.0,personal auto,433.38842,two-door car
at49447,,,,,,,,,,,california,m,bachelor,759182.72%,99359.0,95.0,1/0/00,233.265397,personal auto,two-door car,,,,,,,,,,
at52647,,,,,,,,,,,,,,,,,,,,,california,4014.9185,high school or below,f,0.0,113.0,0.0,personal auto,1305.275432,suv
at55072,,,,,,,,,,,,,,,,,,,,,arizona,9103.8997,college,m,65733.0,113.0,0.0,personal auto,684.948527,four-door car
at62618,,,,,,,,,,,,,,,,,,,,,oregon,6109.135438,bachelor,f,0.0,85.0,0.0,personal auto,612.0,four-door car
at72574,,,,,,,,,,,,,,,,,,,,,arizona,2485.886754,high school or below,m,0.0,70.0,0.0,personal auto,504.0,two-door car
at79008,,,,,,,,,,,,,,,,,,,,,california,9065.25926,bachelor,f,40006.0,114.0,1.0,personal auto,132.568435,two-door car
at84725,,,,,,,,,,,,,,,,,,,,,washington,4650.063763,college,m,28215.0,65.0,0.0,personal auto,468.0,two-door car
at86990,,,,,,,,,,,,,,,,,,,,,arizona,2487.256248,bachelor,f,28738.0,62.0,0.0,personal auto,81.609951,two-door car
at89553,,,,,,,,,,,,,,,,,,,,,california,5926.729379,college,m,23091.0,96.0,5.0,personal auto,460.8,four-door car
at93647,,,,,,,,,,,california,f,college,260557.08%,60252.0,65.0,1/0/00,182.436205,personal auto,four-door car,,,,,,,,,,
at98182,,,,,,,,,,,,,,,,,,,,,california,2525.419695,doctor,f,0.0,67.0,0.0,corporate auto,146.301396,four-door car
au11344,,,,,,,,,,,,,,,,,,,,,oregon,5142.389806,bachelor,f,35666.0,131.0,0.0,personal auto,312.110029,suv
au13233,,,,,,,,,,,,,,,,,,,,,california,5908.7518,high school or below,f,71401.0,73.0,0.0,personal auto,287.332253,four-door car
au23837,,,,,,,,,,,,,,,,,,,,,oregon,5010.37931,bachelor,f,64014.0,63.0,0.0,corporate auto,295.871784,four-door car
au45793,,,,,,,,,,,,,,,,,,,,,arizona,3436.134281,doctor,m,30817.0,88.0,0.0,corporate auto,91.834668,four-door car
au46443,,,,,,,,,,,nevada,f,bachelor,751708.38%,0.0,102.0,1/0/00,1178.995926,personal auto,suv,,,,,,,,,,
au46604,,,,,,,,,,,,,,,,,,,,,california,2030.783687,bachelor,m,0.0,64.0,1.0,personal auto,731.479725,four-door car
au62013,,,,,,,,,,,,,,,,,,,,,california,24826.89127,doctor,f,67572.0,102.0,0.0,personal auto,296.209127,sports car
au71562,,,,,,,,,,,,,,,,,,,,,washington,2936.726182,high school or below,f,27179.0,74.0,0.0,personal auto,355.2,four-door car
au75025,,,,,,,,,,,,,,,,,,,,,oregon,4686.469674,college,m,58089.0,118.0,0.0,personal auto,566.4,suv
au77281,,,,,,,,,,,,,,,,,,,,,oregon,2472.469209,college,f,63860.0,62.0,0.0,personal auto,208.598246,four-door car
au91447,,,,,,,,,,,,,,,,,,,,,oregon,12731.95161,doctor,m,40870.0,105.0,0.0,special auto,504.0,suv
au94279,,,,,,,,,,,,,,,,,,,,,california,5493.02213,high school or below,m,24976.0,72.0,1.0,personal auto,566.199335,two-door car
au96286,oregon,f,bachelor,316765.84%,0.0,92.0,1/0/00,corporate auto,four-door car,662.4,,,,,,,,,,,,,,,,,,,,
au98438,,,,,,,,,,,,,,,,,,,,,arizona,2833.980142,bachelor,f,94812.0,70.0,0.0,personal auto,121.025058,four-door car
av17528,,,,,,,,,,,,,,,,,,,,,nevada,9233.19066,high school or below,f,42600.0,115.0,0.0,personal auto,660.136987,sports car
av25133,,,,,,,,,,,,,,,,,,,,,oregon,3095.705571,college,f,0.0,92.0,1.0,personal auto,774.892461,two-door car
av49798,,,,,,,,,,,,,,,,,,,,,arizona,7842.865664,college,m,94263.0,98.0,0.0,personal auto,112.420211,four-door car
av72430,,,,,,,,,,,oregon,m,master,1653170.38%,75526.0,103.0,1/1/00,494.4,personal auto,four-door car,,,,,,,,,,
av76907,,,,,,,,,,,oregon,f,college,428294.80%,40864.0,109.0,1/1/00,166.937747,personal auto,suv,,,,,,,,,,
av93209,,,,,,,,,,,,,,,,,,,,,california,12487.58095,high school or below,f,31283.0,104.0,0.0,personal auto,499.2,four-door car
av96010,,,,,,,,,,,,,,,,,,,,,oregon,3289.120863,college,m,40097.0,92.0,4.0,personal auto,227.221652,two-door car
aw17574,,,,,,,,,,,,,,,,,,,,,nevada,9435.540893,bachelor,f,0.0,129.0,0.0,corporate auto,628.366119,suv
aw18068,arizona,m,high school or below,946850.93%,0.0,88.0,1/0/00,personal auto,two-door car,633.6,,,,,,,,,,,,,,,,,,,,
aw27717,,,,,,,,,,,,,,,,,,,,,california,20531.64534,high school or below,f,12503.0,92.0,0.0,personal auto,120.69808,four-door car
aw36627,,,,,,,,,,,,,,,,,,,,,california,4428.031583,high school or below,f,58577.0,110.0,0.0,personal auto,303.872752,suv
aw71157,,,,,,,,,,,,,,,,,,,,,california,5531.723723,college,m,50097.0,71.0,0.0,personal auto,17.484679,four-door car
aw73065,oregon,f,high school or below,279190.65%,0.0,74.0,1/0/00,personal auto,four-door car,532.8,,,,,,,,,,,,,,,,,,,,
aw77988,oregon,male,high school or below,3585059.94%,17588.0,192.0,1/0/00,personal auto,luxury car,1382.4,,,,,,,,,,,,,,,,,,,,
aw84946,,,,,,,,,,,,,,,,,,,,,arizona,4479.59882,bachelor,m,36349.0,117.0,3.0,personal auto,326.787526,suv
aw86033,,,,,,,,,,,,,,,,,,,,,california,2119.894333,college,m,18287.0,61.0,4.0,personal auto,292.8,two-door car
ax10148,,,,,,,,,,,,,,,,,,,,,california,2409.368488,bachelor,f,0.0,66.0,0.0,personal auto,316.8,four-door car
ax28231,,,,,,,,,,,,,,,,,,,,,washington,5431.371279,high school or below,m,49345.0,69.0,0.0,personal auto,251.075981,two-door car
ax36597,,,,,,,,,,,,,,,,,,,,,arizona,5907.151868,college,f,0.0,81.0,0.0,personal auto,390.161912,four-door car
ax38728,,,,,,,,,,,,,,,,,,,,,california,2966.944264,college,m,0.0,81.0,0.0,personal auto,388.8,two-door car
ax39008,,,,,,,,,,,,,,,,,,,,,oregon,26113.36,bachelor,m,80409.0,74.0,0.0,personal auto,262.984836,two-door car
ax45422,,,,,,,,,,,,,,,,,,,,,california,13786.70272,high school or below,f,0.0,61.0,0.0,personal auto,370.755025,four-door car
ax56708,,,,,,,,,,,,,,,,,,,,,california,4794.481412,high school or below,m,20862.0,68.0,0.0,personal auto,326.4,four-door car
ax70794,,,,,,,,,,,,,,,,,,,,,california,2449.31771,high school or below,m,47122.0,62.0,0.0,personal auto,297.6,two-door car
ax71238,,,,,,,,,,,,,,,,,,,,,california,3963.40327,high school or below,m,38096.0,99.0,0.0,personal auto,475.2,two-door car
ax71707,,,,,,,,,,,,,,,,,,,,,arizona,6383.482152,college,f,67881.0,79.0,0.0,personal auto,391.039166,two-door car
ax86150,washington,m,high school or below,265671.31%,62777.0,67.0,1/0/00,personal auto,two-door car,101.288069,,,,,,,,,,,washington,2656.713092,high school or below,m,62777.0,67.0,0.0,personal auto,101.288069,two-door car
ax86552,,,,,,,,,,,,,,,,,,,,,california,6198.793072,college,m,24053.0,87.0,1.0,personal auto,624.532492,four-door car
ax99820,,,,,,,,,,,,,,,,,,,,,arizona,2509.508795,bachelor,f,0.0,71.0,0.0,personal auto,511.2,four-door car
ay18433,washington,f,high school or below,2738281.89%,45473.0,76.0,1/0/00,special auto,two-door car,188.938397,,,,,,,,,,,washington,27382.81893,high school or below,f,45473.0,76.0,0.0,special auto,188.938397,two-door car
ay19539,,,,,,,,,,,,,,,,,,,,,california,6005.847375,college,m,13528.0,86.0,0.0,personal auto,412.8,four-door car
ay26056,,,,,,,,,,,,,,,,,,,,,arizona,7948.567913,college,f,63892.0,66.0,0.0,personal auto,90.712257,four-door car
ay29281,,,,,,,,,,,,,,,,,,,,,arizona,9408.343519,bachelor,f,0.0,85.0,0.0,corporate auto,408.0,four-door car
ay30324,,,,,,,,,,,,,,,,,,,,,oregon,6189.443994,bachelor,f,99074.0,77.0,1.0,special auto,208.38907,two-door car
ay35050,,,,,,,,,,,,,,,,,,,,,arizona,7292.913911,college,f,0.0,98.0,0.0,personal auto,470.4,two-door car
ay35539,,,,,,,,,,,,,,,,,,,,,oregon,2530.705137,bachelor,f,89451.0,63.0,0.0,personal auto,61.769564,four-door car
ay40674,wa,f,bachelor,482141.85%,26583.0,1005.0,1/4/00,personal auto,suv,614.4,,,,,,,,,,,,,,,,,,,,
ay43037,,,,,,,,,,,,,,,,,,,,,oregon,14708.99565,high school or below,m,36670.0,189.0,0.0,corporate auto,907.2,luxury car
ay52869,,,,,,,,,,,,,,,,,,,,,california,4386.277558,college,m,10621.0,67.0,0.0,personal auto,321.6,four-door car
ay55759,,,,,,,,,,,,,,,,,,,,,california,20096.89337,high school or below,f,92766.0,71.0,0.0,personal auto,379.029102,two-door car
ay59197,,,,,,,,,,,,,,,,,,,,,nevada,9521.222806,college,m,27769.0,121.0,0.0,special auto,123.15416,suv
ay73718,,,,,,,,,,,,,,,,,,,,,california,5243.446345,bachelor,f,96535.0,66.0,0.0,personal auto,271.074379,four-door car
ay84441,,,,,,,,,,,oregon,m,high school or below,400285.76%,0.0,114.0,1/0/00,820.8,personal auto,suv,,,,,,,,,,
ay88788,,,,,,,,,,,oregon,f,college,1541768.22%,69841.0,192.0,1/0/00,878.812468,personal auto,luxury suv,,,,,,,,,,
ay98473,,,,,,,,,,,,,,,,,,,,,arizona,24186.88247,college,f,32989.0,102.0,0.0,personal auto,489.6,suv
ay99324,,,,,,,,,,,,,,,,,,,,,oregon,6555.360031,college,m,21853.0,86.0,0.0,personal auto,412.8,four-door car
az15952,,,,,,,,,,,,,,,,,,,,,oregon,8749.496793,bachelor,m,52373.0,111.0,0.0,personal auto,186.160527,four-door car
az29426,,,,,,,,,,,,,,,,,,,,,california,16702.69914,college,m,0.0,72.0,0.0,special auto,345.6,four-door car
az31562,,,,,,,,,,,,,,,,,,,,,arizona,5498.940679,college,m,22520.0,73.0,0.0,personal auto,350.4,four-door car
az34845,,,,,,,,,,,california,f,bachelor,479824.09%,77846.0,119.0,1/0/00,342.471939,personal auto,sports car,,,,,,,,,,
az36763,,,,,,,,,,,,,,,,,,,,,arizona,11834.73469,bachelor,f,0.0,85.0,0.0,personal auto,612.0,four-door car
az38648,,,,,,,,,,,,,,,,,,,,,washington,11981.98481,master,f,21514.0,62.0,0.0,personal auto,257.248789,two-door car
az43057,,,,,,,,,,,,,,,,,,,,,california,5746.05593,master,m,50798.0,72.0,0.0,personal auto,64.977867,four-door car
az50087,,,,,,,,,,,,,,,,,,,,,california,6807.271588,bachelor,m,32787.0,86.0,0.0,personal auto,568.58486,two-door car
az62651,oregon,m,high school or below,995170.77%,56855.0,255.0,1/0/00,corporate auto,luxury suv,1836.0,,,,,,,,,,,,,,,,,,,,
az64856,,,,,,,,,,,,,,,,,,,,,california,5048.051359,high school or below,f,34452.0,126.0,0.0,personal auto,604.8,suv
az68072,,,,,,,,,,,,,,,,,,,,,oregon,4549.337013,bachelor,f,23650.0,61.0,2.0,personal auto,14.095914,four-door car
az68184,,,,,,,,,,,,,,,,,,,,,washington,9028.307862,high school or below,m,76514.0,112.0,0.0,personal auto,573.941286,suv
az74055,oregon,m,high school or below,411557.74%,52405.0,103.0,1/0/00,personal auto,four-door car,494.4,,,,,,,,,,,,,,,,,,,,
az75509,,,,,,,,,,,,,,,,,,,,,arizona,2479.920134,bachelor,f,31678.0,63.0,0.0,personal auto,76.629988,two-door car
az77669,,,,,,,,,,,,,,,,,,,,,oregon,8696.907111,high school or below,m,91423.0,109.0,1.0,personal auto,435.796252,suv
az82578,california,f,college,792882.93%,0.0,72.0,1/0/00,corporate auto,four-door car,345.6,,,,,,,,,,,,,,,,,,,,
az84403,,,,,,,,,,,,,,,,,,,,,oregon,61850.18803,college,f,0.0,238.0,0.0,personal auto,1142.4,luxury suv
az87715,,,,,,,,,,,,,,,,,,,,,california,26864.20332,high school or below,f,81713.0,74.0,0.0,personal auto,332.224293,four-door car
az90068,,,,,,,,,,,,,,,,,,,,,california,8193.160528,college,m,89219.0,73.0,4.0,personal auto,350.4,four-door car
az95587,az,f,bachelor,1038855.32%,61222.0,89.0,1/0/00,special auto,four-door car,392.604371,,,,,,,,,,,,,,,,,,,,
ba17836,california,m,high school or below,786816.60%,57340.0,67.0,1/0/00,corporate auto,four-door car,159.391681,,,,,,,,,,,,,,,,,,,,
ba19651,,,,,,,,,,,,,,,,,,,,,california,6134.38779,high school or below,m,43875.0,78.0,0.0,corporate auto,289.468771,four-door car
ba26944,,,,,,,,,,,,,,,,,,,,,nevada,7591.109246,bachelor,m,0.0,105.0,0.0,corporate auto,504.0,suv
ba38428,,,,,,,,,,,,,,,,,,,,,arizona,5639.941974,high school or below,m,73168.0,70.0,0.0,corporate auto,425.800112,four-door car
ba40043,,,,,,,,,,,california,m,college,579982.68%,60689.0,74.0,1/0/00,5.746657,corporate auto,four-door car,,,,,,,,,,
ba49679,,,,,,,,,,,,,,,,,,,,,arizona,7590.913301,bachelor,f,52348.0,65.0,1.0,personal auto,312.0,two-door car
ba51898,,,,,,,,,,,,,,,,,,,,,arizona,4521.190551,bachelor,m,39426.0,114.0,0.0,special auto,412.884282,suv
ba52133,,,,,,,,,,,,,,,,,,,,,california,5344.989624,master,m,22908.0,68.0,0.0,personal auto,387.774781,four-door car
ba56812,,,,,,,,,,,,,,,,,,,,,oregon,6185.337641,master,m,21020.0,80.0,0.0,corporate auto,178.371281,four-door car
ba66627,,,,,,,,,,,,,,,,,,,,,nevada,36229.40842,bachelor,f,22220.0,105.0,0.0,personal auto,22.45383,sports car
ba75404,,,,,,,,,,,,,,,,,,,,,oregon,5789.8509,doctor,f,77221.0,71.0,0.0,personal auto,259.591385,four-door car
ba87048,,,,,,,,,,,,,,,,,,,,,washington,4566.123651,bachelor,m,0.0,68.0,0.0,personal auto,326.4,four-door car
ba87216,,,,,,,,,,,,,,,,,,,,,california,20878.41013,college,m,50555.0,88.0,0.0,personal auto,422.4,four-door car
ba92673,,,,,,,,,,,,,,,,,,,,,oregon,6961.945557,high school or below,f,0.0,63.0,0.0,personal auto,40.622304,four-door car
ba97018,,,,,,,,,,,,,,,,,,,,,arizona,6608.165971,high school or below,m,21616.0,93.0,0.0,personal auto,944.854655,two-door car
bb10681,,,,,,,,,,,,,,,,,,,,,california,4140.648654,college,f,0.0,123.0,2.0,corporate auto,590.4,suv
bb11622,nevada,m,master,1055217.00%,47761.0,131.0,1/0/00,personal auto,suv,232.711071,,,,,,,,,,,,,,,,,,,,
bb19609,,,,,,,,,,,,,,,,,,,,,california,15769.10776,college,m,29977.0,133.0,0.0,personal auto,255.659711,suv
bb21794,,,,,,,,,,,,,,,,,,,,,oregon,5394.913017,bachelor,f,29853.0,69.0,0.0,personal auto,76.586018,four-door car
bb41401,,,,,,,,,,,,,,,,,,,,,arizona,6005.214792,high school or below,m,26876.0,76.0,0.0,personal auto,364.8,four-door car
bb48165,,,,,,,,,,,,,,,,,,,,,california,11095.97445,bachelor,f,0.0,101.0,0.0,personal auto,727.2,suv
bb65725,,,,,,,,,,,,,,,,,,,,,california,8061.198798,college,m,57293.0,102.0,0.0,corporate auto,347.996042,sports car
bb82067,oregon,m,doctor,975604.50%,67632.0,121.0,1/0/00,personal auto,sports car,26.951627,,,,,,,,,,,,,,,,,,,,
bc31913,,,,,,,,,,,,,,,,,,,,,arizona,11718.41696,bachelor,f,73903.0,73.0,0.0,corporate auto,439.361029,four-door car
bc34309,,,,,,,,,,,,,,,,,,,,,california,2435.147986,master,f,64341.0,61.0,0.0,personal auto,79.934072,four-door car
bc35753,,,,,,,,,,,,,,,,,,,,,arizona,2671.295549,college,f,45525.0,66.0,0.0,personal auto,316.8,two-door car
bc43958,,,,,,,,,,,california,m,high school or below,728503.10%,44788.0,61.0,1/0/00,386.031248,corporate auto,four-door car,,,,,,,,,,
bc47264,,,,,,,,,,,,,,,,,,,,,california,7684.887717,college,f,62192.0,98.0,0.0,special auto,243.292609,two-door car
bc48076,,,,,,,,,,,,,,,,,,,,,washington,7783.78421,master,f,48689.0,191.0,0.0,personal auto,985.193759,luxury car
bc51708,,,,,,,,,,,,,,,,,,,,,california,5074.841142,high school or below,m,51659.0,64.0,0.0,personal auto,307.2,four-door car
bc52397,,,,,,,,,,,,,,,,,,,,,arizona,2843.557702,college,m,67952.0,71.0,0.0,personal auto,167.405624,two-door car
bc53363,,,,,,,,,,,,,,,,,,,,,oregon,35227.29912,high school or below,f,23031.0,148.0,0.0,special auto,710.4,suv
bc53546,,,,,,,,,,,,,,,,,,,,,oregon,5500.576161,bachelor,m,35396.0,70.0,0.0,personal auto,336.0,two-door car
bc62782,arizona,f,college,1357567.60%,48534.0,115.0,1/1/00,personal auto,suv,552.0,,,,,,,,,,,,,,,,,,,,
bc64697,,,,,,,,,,,,,,,,,,,,,california,11663.98572,college,f,0.0,107.0,0.0,personal auto,513.6,four-door car
bc66536,,,,,,,,,,,arizona,f,high school or below,688368.66%,84869.0,85.0,1/0/00,408.0,corporate auto,four-door car,,,,,,,,,,
bc66921,,,,,,,,,,,nevada,f,high school or below,281656.74%,41228.0,71.0,1/0/00,340.8,personal auto,four-door car,,,,,,,,,,
bc75105,,,,,,,,,,,,,,,,,,,,,california,2860.440918,college,m,45587.0,81.0,5.0,personal auto,380.595522,four-door car
bc77846,,,,,,,,,,,,,,,,,,,,,nevada,6325.030596,high school or below,m,0.0,89.0,0.0,personal auto,614.572672,two-door car
bc85847,,,,,,,,,,,,,,,,,,,,,california,6872.043512,bachelor,f,0.0,64.0,0.0,corporate auto,585.058877,four-door car
bc86800,,,,,,,,,,,,,,,,,,,,,california,3579.773094,bachelor,f,84598.0,89.0,2.0,personal auto,639.267653,two-door car
bc87161,,,,,,,,,,,,,,,,,,,,,oregon,2759.978287,bachelor,m,92296.0,69.0,0.0,personal auto,331.2,two-door car
bc87551,,,,,,,,,,,,,,,,,,,,,california,32306.28587,high school or below,f,36301.0,118.0,0.0,corporate auto,647.954067,suv
bc90645,,,,,,,,,,,,,,,,,,,,,california,2675.029491,master,f,55479.0,68.0,1.0,personal auto,117.964245,four-door car
bc97773,,,,,,,,,,,nevada,f,master,286454.40%,91368.0,71.0,1/0/00,395.328407,personal auto,four-door car,,,,,,,,,,
bd12981,,,,,,,,,,,,,,,,,,,,,california,5732.686642,college,f,39337.0,74.0,1.0,personal auto,277.225868,four-door car
bd13927,,,,,,,,,,,,,,,,,,,,,california,2243.473907,high school or below,f,0.0,62.0,0.0,personal auto,675.468453,two-door car
bd16530,arizona,f,bachelor,829348.19%,70258.0,69.0,1/0/00,personal auto,four-door car,225.145949,,,,,,,,,,,,,,,,,,,,
bd35524,,,,,,,,,,,,,,,,,,,,,california,2640.488905,bachelor,m,15776.0,69.0,0.0,personal auto,337.596914,two-door car
bd35676,arizona,m,master,2919436.64%,35296.0,126.0,1/0/00,personal auto,suv,452.616872,,,,,,,,,,,,,,,,,,,,
bd36887,,,,,,,,,,,,,,,,,,,,,nevada,4171.18715,college,f,37478.0,105.0,0.0,personal auto,653.685468,sports car
bd42101,,,,,,,,,,,,,,,,,,,,,california,25030.89457,bachelor,m,0.0,110.0,1.0,corporate auto,528.0,suv
bd53342,,,,,,,,,,,,,,,,,,,,,washington,3096.511217,college,f,21604.0,79.0,0.0,personal auto,379.2,four-door car
bd58297,,,,,,,,,,,,,,,,,,,,,california,2862.563059,bachelor,f,76356.0,71.0,2.0,personal auto,340.8,two-door car
bd66455,,,,,,,,,,,,,,,,,,,,,california,4920.77107,high school or below,m,0.0,143.0,0.0,personal auto,1029.6,suv
bd69478,,,,,,,,,,,,,,,,,,,,,california,5194.654884,college,m,51883.0,66.0,0.0,personal auto,623.751121,two-door car
bd70337,,,,,,,,,,,,,,,,,,,,,california,24706.92011,high school or below,m,26307.0,73.0,0.0,personal auto,313.192439,four-door car
bd77090,,,,,,,,,,,washington,f,bachelors,860915.82%,79090.0,107.0,1/0/00,289.040734,personal auto,suv,,,,,,,,,,
bd84823,,,,,,,,,,,,,,,,,,,,,oregon,12157.32992,high school or below,m,57449.0,103.0,0.0,personal auto,494.4,four-door car
bd89564,,,,,,,,,,,nevada,m,college,598977.39%,66839.0,154.0,1/0/00,739.2,personal auto,sports car,,,,,,,,,,
be10809,california,f,high school or below,425028.26%,0.0,61.0,1/1/00,personal auto,four-door car,292.8,,,,,,,,,,,,,,,,,,,,
be17305,,,,,,,,,,,,,,,,,,,,,nevada,3193.459822,master,m,52653.0,81.0,0.0,personal auto,230.300308,two-door car
be25221,,,,,,,,,,,,,,,,,,,,,arizona,6182.618843,high school or below,m,20072.0,82.0,0.0,corporate auto,473.266879,four-door car
be31382,,,,,,,,,,,,,,,,,,,,,oregon,3771.617797,college,f,0.0,103.0,1.0,personal auto,685.227276,suv
be33446,,,,,,,,,,,,,,,,,,,,,arizona,5015.009472,bachelor,f,48567.0,130.0,0.0,personal auto,624.0,suv
be54454,,,,,,,,,,,,,,,,,,,,,washington,5028.575209,high school or below,m,70828.0,62.0,0.0,personal auto,297.6,four-door car
be55425,,,,,,,,,,,,,,,,,,,,,oregon,6403.577368,college,m,28095.0,82.0,0.0,personal auto,393.6,four-door car
